Token Number,Rates,length,index_in_dataset,occurrence_number,device,ttft,ROUGEL
14733,[0.371428571.],9918,37,2,cpu,0.06390131532176505,0.2
12177,[0.371428571.],8423,38,2,cpu,0.05578732885359711,0.5263157894736842
4006,[0.371428571.],2756,39,2,disk,0.19935968145773472,0.59375
4806,[0.371428571.],3209,40,2,disk,0.2392926428117243,0.4827586206896552
0,[],1220,41,2,,0.1948655089945532,1.0
7100,[0.371428571.],4847,42,2,cpu,0.03967046293071425,0.2519685039370078
15356,[0.371428571.],10366,43,2,cpu,0.06587902016122851,0.6923076923076923
12192,[0.371428571.],8314,44,2,cpu,0.055834946145076975,0.2424242424242424
11632,[0.371428571.],7843,45,2,cpu,0.05405723392982892,0.5765765765765766
0,[],1644,46,2,,0.248371648020111,1.0
7335,[0.371428571.],4912,47,2,cpu,0.040416467163898705,1.0
0,[],1162,48,2,,0.1938555669621564,1.0
11672,[0.371428571.],7924,49,2,cpu,0.0541842133737752,0.2745098039215686
4081,[0.371428571.],2654,50,2,disk,0.20310339658467125,0.7142857142857143
14920,[0.371428571.],10130,51,2,cpu,0.06449494422221395,1.0
14043,[0.371428571.],9449,52,2,cpu,0.06171091991369154,0.7999999999999999
12740,[0.371428571.],8653,53,2,cpu,0.057574564527141145,0.4070796460176991
3640,[0.371428571.],2483,54,2,disk,0.18109035163828446,0.823529411764706
10551,[0.371428571.],7165,55,2,cpu,0.05062561445718042,0.9032258064516128
16525,[0.371428571.],11138,56,2,cpu,0.06958999441055884,0.6262626262626263
0,[],1415,57,2,,0.2190971430391073,1.0
4755,[0.371428571.],3135,58,2,disk,0.23674691652540744,0.6813186813186812
15984,[0.371428571.],10777,59,2,cpu,0.06787259743118526,0.3728813559322034
3694,[0.371428571.],2448,60,2,disk,0.18378582652967876,0.5714285714285714
14556,[0.371428571.],9694,61,2,cpu,0.06333943128230271,0.975609756097561
6161,[0.371428571.],4187,62,2,cpu,0.03668962048407509,0.6060606060606061
8511,[0.371428571.],5874,63,2,cpu,0.04414966281591963,0.6363636363636365
13165,[0.371428571.],9123,64,2,cpu,0.058923721119070474,0.95
13907,[0.371428571.],9352,65,2,cpu,0.06127918980427416,0.6818181818181819
0,[],1691,66,2,,0.2497147189569659,1.0
10008,[0.371428571.],6790,67,2,cpu,0.04890186850560953,0.96
9226,[0.371428571.],6236,68,2,cpu,0.04641942037645956,0.4675324675324676
0,[],936,69,2,,0.1587737239897251,1.0
11041,[0.371428571.],7481,70,2,cpu,0.05218111264552247,0.4878048780487805
9053,[0.371428571.],6099,71,2,cpu,0.045870234281391864,0.7391304347826088
3159,[0.371428571.],2110,72,2,disk,0.15708065862419823,1.0
8549,[0.371428571.],5832,73,2,cpu,0.044270293287668606,0.8484848484848485
9792,[0.371428571.],6733,74,2,cpu,0.04821617950829957,0.7058823529411765
4725,[0.371428571.],3237,75,2,disk,0.23524943047463287,0.282051282051282
14122,[0.371428571.],9464,76,2,cpu,0.061961704315485464,0.4313725490196078
13736,[0.371428571.],9356,77,2,cpu,0.06073635268140376,0.5454545454545455
8266,[0.371428571.],5571,78,2,cpu,0.0433719137217486,0.8095238095238095
15410,[0.371428571.],10434,79,2,cpu,0.06605044241055599,0.40625
7246,[0.371428571.],4927,80,2,cpu,0.04013393790111821,0.4
16706,[0.371428571.],11405,81,2,cpu,0.0701645763944158,0.6779661016949152
6608,[0.371428571.],4428,82,2,cpu,0.03810861577017488,0.6666666666666667
6231,[0.371428571.],4173,83,2,cpu,0.036911834510981095,0.7692307692307692
12939,[0.371428571.],8729,84,2,cpu,0.05820628726077394,0.9473684210526316
3818,[0.371428571.],2519,85,2,disk,0.18997543553954716,0.5964912280701754
3320,[0.371428571.],2227,86,2,disk,0.16511716709668864,0.8571428571428572
3249,[0.371428571.],2045,87,2,disk,0.16157311677652209,0.7999999999999999
10481,[0.371428571.],7008,88,2,cpu,0.050403400430274414,0.6666666666666665
12117,[0.371428571.],8345,89,2,cpu,0.05559685968767768,0.75
2660,[0.371428571.],1703,90,2,disk,0.13217247397964726,0.6944444444444444
9357,[0.371428571.],6376,91,2,cpu,0.046835278055383664,0.7692307692307693
14141,[0.371428571.],9637,92,2,cpu,0.062022019551359955,0.4680851063829787
9245,[0.371428571.],6247,93,2,cpu,0.04647973561233405,1.0
11739,[0.371428571.],7781,94,2,cpu,0.054396903942385236,0.5517241379310345
17926,[0.371428571.],12252,95,2,cpu,0.07403744943477765,0.9655172413793104
5927,[0.371428571.],3917,96,2,cpu,0.035946790736989295,1.0
15082,[0.371428571.],10251,97,2,cpu,0.06500921097019642,0.3137254901960784
0,[],1734,98,2,,0.2484835269860923,1.0
10364,[0.371428571.],7127,99,2,cpu,0.05003198555673151,0.3783783783783783
12952,[0.371428571.],8851,100,2,cpu,0.05824755558005648,0.4424778761061947
11724,[0.371428571.],7940,101,2,cpu,0.05434928665090538,0.304
10121,[0.371428571.],6846,102,2,cpu,0.04926058543475781,0.4363636363636363
3237,[0.371428571.],2161,103,2,disk,0.16097412235621222,0.5957446808510638
3038,[0.371428571.],2017,104,2,disk,0.15104079821940733,0.7636363636363636
9349,[0.371428571.],6247,105,2,cpu,0.0468098821665944,0.8333333333333334
5312,[0.371428571.],3539,106,2,cpu,0.03399448178631509,0.8292682926829269
8214,[0.371428571.],5587,107,2,cpu,0.04320684044461843,0.4
7918,[0.371428571.],5308,108,2,cpu,0.042267192559415884,0.4810126582278481
7003,[0.371428571.],4694,109,2,cpu,0.039362537779144495,0.7575757575757576
5753,[0.371428571.],3916,110,2,cpu,0.03539443015582293,0.3787878787878787
12735,[0.371428571.],8726,111,2,cpu,0.057558692096647865,0.3050847457627119
8501,[0.371428571.],5696,112,2,cpu,0.044117917954933056,0.9863013698630138
5960,[0.371428571.],3928,113,2,cpu,0.036051548778244985,0.7407407407407408
6222,[0.371428571.],4162,114,2,cpu,0.036883264136093184,0.6341463414634146
3369,[0.371428571.],2148,115,2,disk,0.1675630609796205,0.2535211267605634
3385,[0.371428571.],2292,116,2,disk,0.1683617202067003,0.5970149253731344
17239,[0.371428571.],11695,117,2,cpu,0.07185657748500011,0.72
7586,[0.371428571.],5133,118,2,cpu,0.041213263174661674,0.5121951219512195
6468,[0.371428571.],4339,119,2,cpu,0.03766418771636287,0.7792207792207793
7146,[0.371428571.],4873,120,2,cpu,0.039816489291252484,0.6666666666666666
5207,[0.371428571.],3477,121,2,cpu,0.03366116074595608,0.5742574257425743
10654,[0.371428571.],7230,122,2,cpu,0.050952586525342125,0.7045454545454546
16049,[0.371428571.],11070,123,2,cpu,0.06807893902759798,0.7157894736842104
4991,[0.371428571.],3446,124,2,disk,0.24852714012483437,0.2608695652173913
5839,[0.371428571.],3931,125,2,cpu,0.035667435960307456,0.6
15755,[0.371428571.],10618,126,2,cpu,0.06714564011459276,0.7906976744186046
14227,[0.371428571.],9769,127,2,cpu,0.06229502535584447,0.4752475247524752
4549,[0.371428571.],3082,128,2,disk,0.22646417897675514,0.358974358974359
0,[],1322,129,2,,0.2195839959895238,1.0
3494,[0.371428571.],2343,130,2,disk,0.17380258619118139,0.3859649122807017
9414,[0.371428571.],6253,131,2,cpu,0.047016223763007126,0.5
13752,[0.371428571.],9070,132,2,cpu,0.060787144458982284,0.7169811320754716
12562,[0.371428571.],8528,133,2,cpu,0.057009506001580154,0.56
9666,[0.371428571.],6422,134,2,cpu,0.04781619425986876,0.3793103448275862
14028,[0.371428571.],9570,135,2,cpu,0.061663302622211674,0.5666666666666667
2978,[0.371428571.],2027,136,2,disk,0.1480458261178581,0.9176470588235294
0,[],1652,137,2,,0.2509998219902627,1.0
5288,[0.371428571.],3425,138,2,cpu,0.03391829411994732,0.4137931034482758
5131,[0.371428571.],3380,139,2,cpu,0.033419899802458124,0.6136363636363636
16668,[0.371428571.],11317,140,2,cpu,0.07004394592266681,0.9411764705882352
14713,[0.371428571.],10032,141,2,cpu,0.0638378255997919,0.4814814814814815
4956,[0.371428571.],3375,142,2,disk,0.24678007306559732,0.5925925925925927
5800,[0.371428571.],3878,143,2,cpu,0.03554363100245982,1.0
10429,[0.371428571.],6914,144,2,cpu,0.05023832715314423,0.5161290322580644
10590,[0.371428571.],7136,145,2,cpu,0.05074941941502806,0.6842105263157895
9827,[0.371428571.],6607,146,2,cpu,0.04832728652175257,0.8979591836734694
10430,[0.371428571.],7032,147,2,cpu,0.05024150163924289,0.634920634920635
17041,[0.371428571.],11799,148,2,cpu,0.07122802923746598,1.0
13413,[0.371428571.],9216,149,2,cpu,0.05971099367153747,0.6296296296296297
2752,[0.371428571.],1820,150,2,disk,0.13676476453535605,0.7272727272727273
10636,[0.371428571.],7157,151,2,cpu,0.05089544577556629,0.5617977528089888
13474,[0.371428571.],9076,152,2,cpu,0.05990463732355557,0.3414634146341463
9393,[0.371428571.],6275,153,2,cpu,0.04694955955493532,0.5666666666666667
10503,[0.371428571.],7046,154,2,cpu,0.050473239124444874,0.9411764705882352
2942,[0.371428571.],1909,155,2,disk,0.14624884285692857,0.9333333333333332
13265,[0.371428571.],8932,156,2,cpu,0.0592411697289362,0.878048780487805
12226,[0.371428571.],8341,157,2,cpu,0.055942878672431307,0.5833333333333334
7515,[0.371428571.],5004,158,2,cpu,0.04098787466165701,0.7692307692307692
4276,[0.371428571.],2904,159,2,disk,0.2128370559147062,0.3666666666666666
16371,[0.371428571.],11057,160,2,cpu,0.06910112355136562,0.7547169811320755
5550,[0.371428571.],3760,161,2,cpu,0.03475000947779551,0.2135922330097087
11771,[0.371428571.],7949,162,2,cpu,0.05449848749754227,0.6153846153846154
7923,[0.371428571.],5382,163,2,cpu,0.042283064989909164,1.0
14415,[0.371428571.],9891,164,2,cpu,0.06289182874239203,0.6829268292682926
3029,[0.371428571.],1918,165,2,disk,0.15059155240417493,0.7916666666666666
15565,[0.371428571.],10497,166,2,cpu,0.06654248775584787,0.5098039215686274
11263,[0.371428571.],7511,167,2,cpu,0.05288584855942438,0.3870967741935483
5488,[0.371428571.],3617,168,2,cpu,0.03455319133967876,0.6818181818181818
10166,[0.371428571.],6911,169,2,cpu,0.049403437309197384,0.276595744680851
14586,[0.371428571.],9980,170,2,cpu,0.06343466586526243,0.4
3003,[0.371428571.],1985,171,2,disk,0.1492937311601703,0.4482758620689654
10759,[0.371428571.],7209,172,2,cpu,0.05128590756570113,0.761904761904762
15001,[0.371428571.],10231,173,2,cpu,0.06475207759620519,0.7435897435897435
6077,[0.371428571.],4187,174,2,cpu,0.03642296365178788,0.4301075268817204
4212,[0.371428571.],2808,175,2,disk,0.20964241900638703,0.3291139240506329
12946,[0.371428571.],8885,176,2,cpu,0.05822850866346453,0.3157894736842105
5338,[0.371428571.],3613,177,2,cpu,0.03407701842488017,0.9230769230769232
16175,[0.371428571.],10898,178,2,cpu,0.0684789242760288,0.3361344537815126
4468,[0.371428571.],3022,179,2,disk,0.2224209666396637,0.5306122448979591
14723,[0.371428571.],10071,180,2,cpu,0.06386957046077847,0.825
4229,[0.371428571.],2757,181,2,disk,0.2104909944351593,0.8181818181818182
11382,[0.371428571.],7807,182,2,cpu,0.0532636124051646,0.6388888888888888
6043,[0.371428571.],3938,183,2,cpu,0.03631503112443354,0.9166666666666669
4130,[0.371428571.],2858,184,2,disk,0.2055492904676031,0.5128205128205128
11810,[0.371428571.],7941,185,2,cpu,0.054622292455389895,0.1538461538461538
15049,[0.371428571.],10326,186,2,cpu,0.06490445292894073,0.7916666666666666
8606,[0.371428571.],5775,187,2,cpu,0.04445123899529207,0.1690140845070422
5060,[0.371428571.],3429,188,2,cpu,0.03319451128945346,0.5
12400,[0.371428571.],8435,189,2,cpu,0.05649523925359767,0.8
5597,[0.371428571.],3741,190,2,cpu,0.034899210324432405,0.8478260869565216
14436,[0.371428571.],9825,191,2,cpu,0.06295849295046384,0.6
8062,[0.371428571.],5492,192,2,cpu,0.04272431855762253,0.3888888888888889
8756,[0.371428571.],6053,193,2,cpu,0.044927411910090656,0.2972972972972973
0,[],1198,194,2,,0.19115118595073,1.0
13823,[0.371428571.],9352,195,2,cpu,0.061012532971986944,0.4878048780487805
11844,[0.371428571.],8082,196,2,cpu,0.05473022498274424,1.0
16708,[0.371428571.],11366,197,2,cpu,0.07017092536661311,1.0
8313,[0.371428571.],5523,198,2,cpu,0.04352111456838549,0.346938775510204
15811,[0.371428571.],10784,199,2,cpu,0.06732341133611755,0.8
