index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text,ROUGEL
83,triviaqa,1719097.867268698,0.4349092459306121,0.4349092459306121,27.59196340910754,Muriel Spark,1.0
84,triviaqa,1719098.302551882,0.5139265998732299,0.5139265998732299,23.34963787233437,Jake LaMotta,1.0
85,triviaqa,1719098.816822949,2.050378118874505,2.050378118874505,19.508596795773855,Her Majesty's Chief Inspector of Prisons,1.0
86,triviaqa,1719100.867488174,0.5018436410464346,0.5018436410464346,13.948567696112947,Origami,1.0
87,triviaqa,1719101.36962345,0.7040774989873171,0.7040774989873171,15.62328013012975,Arthur Ashe,1.0
88,triviaqa,1719102.074024376,1.2772389659658074,1.2772389659658074,22.705226486784422,Supercontinents that existed.,1.0
89,triviaqa,1719103.351567168,1.331392457941547,1.331392457941547,11.266400008898469,The White House,1.0
90,triviaqa,1719104.683279753,0.4876773420255631,0.4876773420255631,32.80857776484787,Alexander Dubcek,1.0
91,triviaqa,1719105.171280911,1.0531475781463089,1.0531475781463089,13.293483544482925,Hattie Jacques,1.0
92,triviaqa,1719106.224735066,1.7372093258891257,1.7372093258891257,8.634538035491383,Gillian Gibbons,1.0
93,triviaqa,1719107.962269559,0.854202687041834,0.854202687041834,11.706823394141647,Manchester,1.0
94,triviaqa,1719108.816812563,1.5820449029561132,1.5820449029561132,3.7925598627376274,tittle,1.0
95,triviaqa,1719110.399194134,1.9970138070639225,1.9970138070639225,2.503738322846736,Leeds,1.0
96,triviaqa,1719112.396517277,1.8131063310429452,1.8131063310429452,3.860777429403945,Stanley,1.0
97,triviaqa,1719114.209925274,0.8490576960612088,0.8490576960612088,12.95553888861636,John Gorman,1.0
98,triviaqa,1719115.059310726,1.6856440131086856,1.6856440131086856,5.33920562705413,Mushrooms,1.0
99,triviaqa,1719116.745281716,1.2365702188108116,1.2365702188108116,2.4260652200447206,M61,1.0
100,triviaqa,1719117.982176462,1.9403815630357717,1.9403815630357717,4.638262994995322,Isosceles,0.6666666666666666
101,triviaqa,1719119.922857021,1.871346512110904,1.871346512110904,3.2062474593398096,Saddle,1.0
102,triviaqa,1719121.79450457,1.9207374870311469,1.9207374870311469,3.644433477903213,Wilkins,1.0
103,triviaqa,1719123.715546924,1.6950110120233148,1.6950110120233148,5.309700017380303,Octopussy,1.0
104,triviaqa,1719125.410861407,2.3516481751576066,2.3516481751576066,5.528037798055717,Niagara Falls,1.0
105,triviaqa,1719127.762814374,2.004609926138073,2.004609926138073,5.986202025407644,George Blake,1.0
106,triviaqa,1719129.767724727,2.5331935088615865,2.5331935088615865,6.316138085791313,Independence Day,1.0
107,triviaqa,1719132.301240194,1.1610278461594137,1.1610278461594137,12.919586769274131,The hovercraft.,1.0
108,triviaqa,1719133.462567787,0.719100299058482,0.719100299058482,19.46877232331873,William Holden,1.0
109,triviaqa,1719134.181964413,1.77643149998039,1.77643149998039,6.755115522401211,Alton Towers,1.0
110,triviaqa,1719135.958692129,1.1702287381049246,1.1702287381049246,6.836270328615624,Florence,1.0
111,triviaqa,1719137.129238682,0.4383208199869841,0.4383208199869841,20.532905555951583,Pentecost,1.0
112,triviaqa,1719137.567876249,1.7278232017997652,1.7278232017997652,9.838969625070533,The Perfect Storm,1.0
113,triviaqa,1719139.295991209,0.5368174989707768,0.5368174989707768,24.216796257432904,Christ Church,1.0
114,triviaqa,1719139.833122555,1.1557809710502625,1.1557809710502625,14.708669225235676,A double bonspiel,1.0
115,triviaqa,1719140.989230583,1.3082550000399351,1.3082550000399351,10.70127765578778,Arthur Ransome,1.0
116,triviaqa,1719142.29778673,1.6973450318910182,1.6973450318910182,4.124087836284692,Maxwell,1.0
117,triviaqa,1719143.995430348,1.7200868090149015,1.7200868090149015,2.906830035434964,Syria,1.0
118,triviaqa,1719145.715808862,0.5211876900866628,0.5211876900866628,28.780418811322672,Adrian Cronauer,1.0
119,triviaqa,1719146.237325769,0.364259866066277,0.364259866066277,68.63232084824644,King Arthur's Round Table,1.0
120,triviaqa,1719146.601879961,2.136112003820017,2.136112003820017,3.745121971925428,Khartoum,1.0
121,triviaqa,1719148.738316462,1.894914138130844,1.894914138130844,6.332740760400301,John Chilcot,1.0
122,triviaqa,1719150.633525076,1.1473579190205785,1.1473579190205785,21.789190265353994,Antoine Laurent Lavoisier,1.0
123,triviaqa,1719151.781194931,0.7636127220466733,0.7636127220466733,20.95302964193157,Papua New Guinea,1.0
124,triviaqa,1719152.545117869,1.3140845459420234,1.3140845459420234,9.131832527105477,Charlie Chan,1.0
125,triviaqa,1719153.85949045,0.562125459080562,0.562125459080562,39.13717061665238,"Huey, Dewey, and Louie",1.0
126,triviaqa,1719154.422084909,1.6797188511118293,1.6797188511118293,4.762701802569334,Shetland,1.0
127,triviaqa,1719156.102124586,2.271941995015368,2.271941995015368,6.162129152379747,Pauline Quirke,1.0
128,triviaqa,1719158.374366168,0.8804166601039469,0.8804166601039469,6.814955091026567,Rennet,1.0
129,triviaqa,1719159.255190197,2.232270107138902,2.232270107138902,3.1358212331086994,Benfica,1.0
130,triviaqa,1719161.487753591,0.3966466728597879,0.3966466728597879,25.21135480073707,Harrisburg,1.0
131,triviaqa,1719161.884630129,0.3316155790816992,0.3316155790816992,36.18647843153229,Muhammad Ali,1.0
132,triviaqa,1719162.216507223,0.5770228279288858,0.5770228279288858,22.529437954233178,John le Carré,1.0
133,triviaqa,1719162.793830767,0.6484026690013707,0.6484026690013707,13.880263654468354,Cambridge,1.0
134,triviaqa,1719163.442509402,0.9279744590166956,0.9279744590166956,16.164237985487624,Charlie Chaplin,1.0
135,triviaqa,1719164.370770257,2.573158171027899,2.573158171027899,5.829412341957958,Julian Fellowes,1.0
136,triviaqa,1719166.944256646,1.842193642864004,1.842193642864004,2.171324396593465,Kent,1.0
137,triviaqa,1719168.786766366,2.019285639980808,2.019285639980808,11.885391311071825,The Underground Railroad,1.0
138,triviaqa,1719170.806344204,0.4491739100776613,0.4491739100776613,20.03678263157341,Aldo Moro,1.0
139,triviaqa,1719171.255792779,1.3592855760362,1.3592855760362,8.828166951490127,South Africa,1.0
140,triviaqa,1719172.615336871,2.243772685993463,2.243772685993463,8.913558902311314,Ronald Wilson Reagan,1.0
141,triviaqa,1719174.859401033,1.202634346904233,1.202634346904233,7.483571397380586,Beetroots,1.0
142,triviaqa,1719176.062317226,1.2133755318354815,1.2133755318354815,4.944882967042989,Onions,1.0
143,triviaqa,1719177.275963854,0.7959156800061464,0.7959156800061464,16.33338848142759,Harold Wilson,1.0
144,triviaqa,1719178.072147149,0.7669776231050491,0.7669776231050491,10.43055202525026,Hartford,1.0
145,triviaqa,1719178.839335207,1.210901748156175,1.210901748156175,9.084139168805036,James Woods,1.0
146,triviaqa,1719180.0504911,0.8977606031112373,0.8977606031112373,6.683296169609894,Madrid,1.0
147,triviaqa,1719180.94853803,1.7639977580402046,1.7639977580402046,6.802729734380138,My Fair Lady,1.0
148,triviaqa,1719182.712826194,1.6339558949694035,1.6339558949694035,7.956151105439372,Henry Mancini,1.0
149,triviaqa,1719184.347095986,1.4054978201165795,1.4054978201165795,7.826408438746352,Sarah Palin,1.0
150,triviaqa,1719185.752875561,0.5172589051071554,0.5172589051071554,11.599606968114042,Subway,1.0
151,triviaqa,1719186.270439163,2.545863058883697,2.545863058883697,7.070293878215347,Dame Anita Roddick,1.0
152,triviaqa,1719188.816620159,0.7304374149534851,0.7304374149534851,6.845213426421214,Peach,1.0
153,triviaqa,1719189.5473028,2.0500028179958463,2.0500028179958463,5.365846282471934,New Zealand,1.0
154,triviaqa,1719191.597598154,0.9672694839537144,0.9672694839537144,9.304542476841611,Goldtrail,1.0
155,triviaqa,1719192.565195255,2.06452303007245,2.06452303007245,1.937493523557171,1948,1.0
156,triviaqa,1719194.630036172,0.3517319820821285,0.3517319820821285,28.430738486740808,Cary Grant,1.0
157,triviaqa,1719194.982127942,1.3461560970172286,1.3461560970172286,5.942847206000964,Cardigan,1.0
158,triviaqa,1719196.328576066,1.2009031909983603,1.2009031909983603,5.828946123609357,Melanin,1.0
159,triviaqa,1719197.529786093,2.145912423962727,2.145912423962727,4.660022416727334,Great Dane,1.0
160,triviaqa,1719199.675993684,1.012817471055314,1.012817471055314,4.936723687033367,Chile,1.0
161,triviaqa,1719200.689125031,1.5105909139383584,1.5105909139383584,11.915866720706696,Martin Luther King,0.8571428571428571
162,triviaqa,1719202.200034172,1.0576519889291376,1.0576519889291376,15.127849394203707,Arturo Toscanini,1.0
163,triviaqa,1719203.25807957,1.1535131549462676,1.1535131549462676,9.536085438498876,Roddy Doyle,1.0
164,triviaqa,1719204.411883621,0.2889707200229168,0.2889707200229168,24.22390752753381,Lazarus,1.0
165,triviaqa,1719204.701174308,0.4346204358153045,0.4346204358153045,11.504291073245325,China,1.0
166,triviaqa,1719205.13605075,0.4086651699617505,0.4086651699617505,22.022919156145274,"""Rapture""",0.0
167,triviaqa,1719205.545034637,1.891885155113414,1.891885155113414,3.1714398645092783,Syriza,1.0
168,triviaqa,1719207.437241369,2.2281828899867837,2.2281828899867837,5.834350518721159,Respect Party,1.0
169,triviaqa,1719209.665713255,0.3518067640252411,0.3518067640252411,14.212347547818222,Wind.,0.6666666666666666
170,triviaqa,1719210.017911689,1.4554933551698923,1.4554933551698923,10.992836170064413,Friends Reunited,1.0
171,triviaqa,1719211.47370154,2.0200555331539363,2.0200555331539363,6.435466642693208,Zambezi River,0.8
172,triviaqa,1719213.49408012,1.7906950269825757,1.7906950269825757,3.9090966884491793,Burnley,0.0
173,triviaqa,1719215.285090963,1.1262934431433678,1.1262934431433678,5.32720849661934,Canada,1.0
174,triviaqa,1719216.411668202,0.8580853349994868,0.8580853349994868,17.48077887848878,Travel sickness,1.0
175,triviaqa,1719217.270069324,1.989854899002239,1.989854899002239,5.5280412684943325,On the foot,1.0
176,triviaqa,1719219.260245997,1.172728253994137,1.172728253994137,5.116274788779837,Plan B,1.0
177,triviaqa,1719220.433285498,1.3111482339445502,1.3111482339445502,10.67766377405049,House of Lords,0.8571428571428571
178,triviaqa,1719221.744717058,0.4636495939921587,0.4636495939921587,71.17443955004973,Niagara River below Niagara Falls,1.0
179,triviaqa,1719222.208782431,1.0887987120077014,1.0887987120077014,1.8368868165834615,12,1.0
180,triviaqa,1719223.297867178,1.507655445020646,1.507655445020646,5.969533708596631,A pieman.,1.0
181,triviaqa,1719224.80581546,1.0033777081407609,1.0033777081407609,12.956237610748545,Boston Braves,0.8
182,triviaqa,1719225.809477755,0.8505441029556096,0.8505441029556096,11.757179863160966,Katy Perry,1.0
183,triviaqa,1719226.660312064,0.6439538931008428,0.6439538931008428,21.740686949783854,Robert Maxwell,1.0
184,triviaqa,1719227.304552552,0.9176833119709044,0.9176833119709044,13.076406472105996,Gene Vincent,1.0
185,triviaqa,1719228.222523982,1.2353558379691094,1.2353558379691094,11.332767102161924,Female peacock,0.5
186,triviaqa,1719229.458189767,0.3981065480038523,0.3981065480038523,10.04756143815372,Marx,1.0
187,triviaqa,1719229.856620462,2.200232942122966,2.200232942122966,2.726983986618574,Almond,1.0
188,triviaqa,1719232.05716191,0.737002172973007,0.737002172973007,20.352721538786263,The Likes Of Us,1.0
189,triviaqa,1719232.794452699,1.9673627170268448,1.9673627170268448,4.066357429040798,Carberry,1.0
190,triviaqa,1719234.762124233,0.8499149100389332,0.8499149100389332,14.119060459182084,Horse racing,1.0
191,triviaqa,1719235.612324149,0.8926399678457528,0.8926399678457528,10.082452415524363,Kim Smith,1.0
192,triviaqa,1719236.505272743,1.4054543499369174,1.4054543499369174,4.2690820945335615,Severn,0.5
193,triviaqa,1719237.911033909,0.3226656119804829,0.3226656119804829,40.28938789047756,the telephone,1.0
194,triviaqa,1719238.233981817,1.6180932188872248,1.6180932188872248,4.326079559751171,Raphael,1.0
195,triviaqa,1719239.852361772,1.2279495471157134,1.2279495471157134,9.772388473277562,Jamie Oliver,1.0
196,triviaqa,1719241.080605699,1.625311684096232,1.625311684096232,8.613732453283147,Marcel Marceau,1.0
197,triviaqa,1719242.70623335,1.0232560748700052,1.0232560748700052,7.818179824650757,sweating,0.6666666666666666
198,triviaqa,1719243.729782932,1.739032685989514,1.739032685989514,3.450193920067687,Almond,0.5
199,triviaqa,1719245.469121644,0.3794142389670014,0.3794142389670014,21.0851338151697,Budapest,1.0
