index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text
42,samsum,1589128.047456684,2.1602398878894746,2.1602398878894746,119.89409206448805,"Julia and Gail discuss their social media habits, with Gail joking about being addicted to spying on their friends' posts. They share examples of friends who post about their interests but don't actually follow through, such as Jessica's supposed charity work"
43,samsum,1589130.207992548,2.301702725002542,2.301702725002542,57.78330909342478,"Robert invites Gabriel to grab coffee, but Gabriel has quit his office job a month ago and is now at home considering his next steps."
44,samsum,1589132.51008079,1.9824573770165443,1.9824573770165443,51.955719802161695,"Willy likes Vinny's car and wants to borrow it for a day, but Vinny agrees to carpool with him instead."
45,samsum,1589134.492929834,2.6143708750605583,2.6143708750605583,85.29776785967083,"Quinn and Kyle are going out tonight after school is over for a bit. Kyle is leaving school at Easter and is working for his uncle at a building site, while Quinn has GCSES and is stuck in school. Quinn is jealous of Kyle's"
46,samsum,1589137.107586475,1.306523707928136,1.306523707928136,107.9199704868697,"Mark and Jeff are talking about a new car, with Mark wanting to be the first to try it out and Jeff betting Mark $100 that he won't be first."
47,samsum,1589138.414404499,1.0032860089559108,1.0032860089559108,52.82641193726551,Mike will refill the hand sanitizer by the restrooms.
48,samsum,1589139.417996045,1.2145286060404032,1.2145286060404032,116.91778958006374,"Jill is bored and needs to find a job, having already watched everything on YouTube. Nate is still at work and will call her when he gets off."
49,samsum,1589140.633185195,2.0167392168659717,2.0167392168659717,77.84843904804866,"Alexa confessed to asking Ethan to insult Hunter because she was jealous of their interaction, and Hunter wishes she had just talked to him about it instead."
50,samsum,1589142.650280129,1.4120878500398248,1.4120878500398248,105.51751436413662,"Anne hates Miranda because she called Tom, who Anne is dating, and was being sweet to him, which Anne thinks is an attempt to take Tom away from her."
51,samsum,1589144.062627764,1.9506065060850233,1.9506065060850233,36.39893529449001,"Gene sent a package to Jack on Friday, but Jack hasn't received it yet."
52,samsum,1589146.013548736,2.5275558319408447,2.5275558319408447,65.67609621209945,"Greg needs to stay after hours and asks Betsy to pick up Johnny, but she can't because she has long hours at work on Tuesdays, which are her days in the kindergarten."
53,samsum,1589148.541399155,2.704367334023118,2.704367334023118,79.13126198046683,"Rael is fed up with his job and wants to quit, but is hesitant to do so without finding a new one first. Zach suggests he consider a career in IT, which he thinks is a good place to work with good pay and no stress"
54,samsum,1589151.246052415,1.1032296908088028,1.1032296908088028,93.36224437948941,"Natalia and her friends, Harriet and Lara, will book a flight today to avoid it getting more expensive."
55,samsum,1589152.349628243,1.6225350790191442,1.6225350790191442,54.85243502642934,"Natalie asks Monica for the recipe for her famous cheesecake, and Monica sends it to her."
56,samsum,1589153.972470408,2.896783947944641,2.896783947944641,84.92176303812533,"Nancy and Phil discuss the benefits of reading news online, with Phil preferring Twitter for its concise and reliable information. Vic prefers Facebook for its interactive features, but uses Twitter for news and Instagram for fitness inspiration."
57,samsum,1589156.869530082,1.0952208801172674,1.0952208801172674,124.17586485882028,"Amanda and Peter are discussing a guy with dreadlocks, with Peter describing him as awkward and Dan agreeing, but also finding him cool."
58,samsum,1589157.96506205,1.9840817691292614,1.9840817691292614,121.97077951389305,"Jane asks David if he's coming home for Christmas and if he knows what his dad would like for a gift, suggesting an iPad. David recommends getting an iPad for his dad, listing its various features, and offers to order one online to be shipped"
59,samsum,1589159.949446316,3.0526495818048716,3.0526495818048716,74.36163041870886,"Sebastian is happy with his life after a year of living in a new place, where he has learned to be resourceful and responsible, and has the power to make his dreams come true. He is also grateful to have someone he loves by his"
60,samsum,1589163.002376854,0.6348093701526523,0.6348093701526523,51.98410979986718,Tony has posted a photo of a cat.
61,samsum,1589163.637579664,2.2860937311779708,2.2860937311779708,53.366140826227735,"Colin tells Ava that she is officially shorter than penguins because their average height is 162cm, and Ava is 158cm tall."
62,samsum,1589165.924063073,2.0971734719350934,2.0971734719350934,109.19459122697097,"Natalie wants to go to a new club at Regents Street, which Judy and Denise have been to and enjoyed, particularly for its music. Natalie asks if she can go with Judy on Friday, but Judy is going on Saturday with Miranda and Helen"
63,samsum,1589168.021543092,1.240613381844014,1.240613381844014,45.94501464692953,Tiffany asked Railey to buy her a burger on her way home.
64,samsum,1589169.262473641,2.0153840470593423,2.0153840470593423,53.5878013709513,"Precious asks Rhonda to send the content for the November email blast, but Rhonda tells her it's on Dropbox."
65,samsum,1589171.278278087,2.256548722041771,2.256548722041771,70.01843056020454,"Kate broke her arm and needs to know if her medical insurance covers hospital costs, Greg suggests she call Linda or ask someone at the reception to find out."
66,samsum,1589173.535202057,1.7685444918461144,1.7685444918461144,132.8776296459993,"The group is mocking Donald Trump for not attending a ceremony, calling him names such as ""pussy"", ""sissy boy"", and ""snowflake"", and making jokes about his hair and makeup. They express disappointment and shame that he missed the event"
67,samsum,1589175.304063856,1.4673882501665503,1.4673882501665503,46.340837193075465,Randolph asks Maya to buy him 5 packs of earplugs from the pharmacy.
68,samsum,1589176.771775632,2.2836405790876597,2.2836405790876597,98.08899090831997,"Olivia plans to do her accounts and upload videos to YouTube, but is putting off tax filing until later. Jake has also had issues with copyright strikes on YouTube, including a claim from Sony Music on one of his own pieces."
69,samsum,1589179.055701728,0.847833463922143,0.847833463922143,90.81972259480307,Mia and Steven will meet at 8pm to grab Chinese food before the movie at 9pm.
70,samsum,1589179.903953711,1.6323202659841627,1.6323202659841627,51.46048955616838,"Sara will do the washing up, but only after she gets back from the cinema with Jack."
71,samsum,1589181.536613345,1.8470215671695769,1.8470215671695769,79.04618039936271,"Paul will be home later than expected, so Lena should go home without waiting for him and he will call her in 15 minutes to explain what happened."
72,samsum,1589183.38402022,1.0148084149695933,1.0148084149695933,106.4240288185194,"There's a car accident on Circle Drive, near the Circle Mall, but fortunately, there are no reported deaths."
73,samsum,1589184.399178243,1.50740204192698,1.50740204192698,72.30983968992133,"Iris is excited because her husband, Pete, has been interviewed, which makes him famous in her parents' eyes."
74,samsum,1589185.906922242,1.914409404154867,1.914409404154867,76.78608331162815,"Derek asks Judy to feed his animals on Friday and Saturday, and she agrees. He offers to give her his keys on Thursday and thanks her for her help."
75,samsum,1589187.821612922,1.9552681150380522,1.9552681150380522,117.63092653690815,"Wayne asks Tommy if he got home alright and if his mum picked him up from the station, but Tommy says she texted him to take a bus instead. Wayne seems disappointed but Tommy reassures him that it's okay because his mum is already"
76,samsum,1589189.777188244,2.406497810035944,2.406497810035944,63.16232633418839,"Tilly is leaving school after detention, which she didn't tell her parents about because they didn't receive a text. She'll be home in about 40 minutes."
77,samsum,1589192.1839857,2.0902380051556975,2.0902380051556975,56.93131581498344,"Carmen is offering to help Viola with last-minute preparations before her wedding, and Viola is grateful for the offer."
78,samsum,1589194.274568152,1.4979045300278813,1.4979045300278813,82.7823118992049,William is making spaghetti and asks Olivia to buy fresh tomatoes. He also asks Beth to get some chocolate for after dinner.
79,samsum,1589195.772794429,2.9920609300024807,2.9920609300024807,80.88070586176177,"Leah met a creepy guy at a poetry reading who seemed normal at first but turned out to be stalking her by googling her and knowing intimate details about her life, including her friends and a past event she attended. He even tried to walk her"
80,samsum,1589198.765173286,1.8604358430020511,1.8604358430020511,87.07637009325315,"Jasmine and Paola discuss a new song by Charlie Puth, which Paola finds cute, and also mention the song ""Galway Girl"", which Paola has been listening to recently."
81,samsum,1589200.625907205,3.127784604905173,3.127784604905173,76.73162647569085,"Stanley is upset with his girlfriend Del for accusing him of having an affair after he told her he couldn't go for the weekend due to work. He's considering giving up on the relationship. Meanwhile, Stanley and Bill are working on the Lidem"
82,samsum,1589203.753980566,1.4615545440465212,1.4615545440465212,88.94638967087506,Ali thinks he left his wallet at Mohammad's place and asks him to check. Mohammad finds it and agrees to bring it to uni tomorrow.
83,samsum,1589205.215852287,1.0922034170944244,1.0922034170944244,73.24642895993041,"Tanya is relieved to hear that Rosie is feeling better, but not fully recovered."
84,samsum,1589206.30833149,2.561248749960214,2.561248749960214,76.91560610934809,"Igor is demotivated at work and has a lot to do before his notice period ends, but John advises him to grit his teeth and get it done, suggesting that how he ends things will reflect his character."
85,samsum,1589208.869855125,1.512847919948399,1.512847919948399,97.82873615283687,"Kamden and Mckinley haven't seen each other in a while and Kamden hasn't been on social media, but uses Facebook chat to stay in touch with friends."
86,samsum,1589210.38294106,1.144463910954073,1.144463910954073,113.59030088736179,"Chris and his friends pushed some girls into a pool and got them to undress because they were already wet, which June finds awful."
87,samsum,1589211.52780586,1.2288772510364652,1.2288772510364652,106.60137120246257,"Vincent broke his lamp with his bare hand while playing with his cat, and he's ordered a new one to be ready for pickup on Tuesday."
88,samsum,1589212.757132241,1.3659673249348998,1.3659673249348998,35.87201472944111,Natalie's wallet was found in her room by Tobias.
89,samsum,1589214.123355492,2.631573630962521,2.631573630962521,74.86015123504089,"Margaret and Evans will meet on December 4th at 10:00 and on December 11th at 11:00. They are unsure about meeting on December 18th due to Evans' possible absence, but they will discuss alternative"
90,samsum,1589216.755220979,1.7706114379689097,1.7706114379689097,117.4735436243422,"The agreement is about the Caspian Sea, which will have a special legal status as it's neither a sea nor a lake, and the seabed will be completely divided. It's rich in resources, including gas, oil, and cavi"
91,samsum,1589218.526144212,1.9669264547992498,1.9669264547992498,80.83677943933496,"Aimee is looking for Maryam and has tried calling and visiting her home, but can't find her. Soren suggests that she might have gone somewhere with her father."
92,samsum,1589220.493359023,2.2731024851091206,2.2731024851091206,64.2293961475262,"Charlie wants to celebrate his sister's passing her last exam and invites Frank to go out with them tonight, but will let him know the plan later."
93,samsum,1589222.766835916,1.175665435846895,1.175665435846895,37.42561332366162,Patricia asks George to call her in an hour.
94,samsum,1589223.942819019,1.714979349868372,1.714979349868372,51.895668601975245,"Joe invites Pete to come over tonight to watch Deadpool 2 with the guys, and Pete agrees."
95,samsum,1589225.658154326,2.279341798974201,2.279341798974201,39.485082948289616,Isabella thanks Betty for sharing about her work and invites her to do something together.
96,samsum,1589227.937815172,1.1174532040022314,1.1174532040022314,72.48625688296676,"Tom and Elena are standing a few meters away from Jeffrey, but he can't see them."
97,samsum,1589229.055579224,2.1271425501909107,2.1271425501909107,47.01142384229257,Milena and Kate agree that a small but interested audience is better than a large but unengaged one.
98,samsum,1589231.183056152,1.2645114110782743,1.2645114110782743,124.15862650549191,"The boss appreciated the team's decision to dismiss a client's request, which turned out to be a competitor of a new client the boss was looking to bring in."
99,samsum,1589232.447828869,1.540144459810108,1.540144459810108,61.03323581191191,"Ryan and Jack are going to a dance casting together, with Jack encouraging Ryan to come along."
100,samsum,1589233.988304877,2.7287345530930907,2.7287345530930907,83.55521417118281,"Sonia and Toni are reminiscing about their trip to San Sebastian last year. Toni recommends an Airbnb place they stayed in, which was small but had a great location next to the Playa de la Concha. Sonia is planning a trip to San"
101,samsum,1589236.717397547,2.61147500295192,2.61147500295192,88.83868301927275,"Nathan and Deborah are planning a trip with their girls, Sofie and Lucy, and need to pack everything today as they won't have time tomorrow. They will take boots, warm jackets, and bicycles, and Deborah's parents will take the girls"
102,samsum,1589239.329182066,1.9450830679852515,1.9450830679852515,77.1175290499919,"Ross wants to do karaoke tonight and thinks girls will love it, Chandler is skeptical but agrees to go along with it, and Ross is excited to have fun."
103,samsum,1589241.27454567,1.8181667609605938,1.8181667609605938,123.75102484060677,"Judy is attracted to men who don't treat her well, such as Andrew who only wanted to have sex with her and then lost interest. She contrasts this with Bruce, who is sweet and caring but doesn't make her feel the same level of"
104,samsum,1589243.093014909,1.4377609661314636,1.4377609661314636,103.63336014115714,"Kristina and Estefania are watching America's Top Model on TV, and Estefania wants to look like Tyra Banks. Jannette arrives home and shares a photo."
105,samsum,1589244.531082662,1.4982656468637288,1.4982656468637288,62.07176957882863,"Avril invites Frank to join her for horse racing on the weekend, and he agrees to come along."
106,samsum,1589246.029664386,1.1347614938858896,1.1347614938858896,95.17418469158979,"Jim helps Finn track his shipment, and Finn's package has left the warehouse and will be delivered tomorrow."
107,samsum,1589247.164984043,2.012993416050449,2.012993416050449,91.40616086117822,"Tom and Ben are meeting at 2pm in the Oval Room to discuss a contentious issue, and Tom warns Ben to be prepared for a fierce argument, urging him to be ruthless and determined to win."
108,samsum,1589249.178272845,2.232685862109065,2.232685862109065,103.91072203092894,"Karen is stuck in traffic on the road from the swimming pool to Waitrose due to blocked lanes and work vans. Peter is working on a presentation for the repairs team and is not leaving until 6, while Karen is heading home after yoga."
109,samsum,1589251.411243513,2.0007384358905256,2.0007384358905256,104.46143096509985,"Jose and Ricky wish each other a Merry Christmas, and Amanda joins in with a Happy Holidays and a Happy New Year. They look forward to the adventures of 2019, including traveling to Cuba, Mexico, and Thailand."
110,samsum,1589253.412252444,2.0333558518905193,2.0333558518905193,112.62170356806287,"Jen is fed up with her boyfriend who is being a pain and is considering telling him to move out. He owes her money and refuses to pay her back, claiming she doesn't deserve it. Jen hates him and thinks he's abusive and disgusting"
111,samsum,1589255.445888012,2.4159935221541673,2.4159935221541673,72.4339690463926,"William has been in line for 20 minutes and is next in line to buy something, which is taking a long time due to the rush. Emma is getting impatient and wants him to hurry up."
112,samsum,1589257.8621693,2.007847716100514,2.007847716100514,94.62869045118784,"Marta thinks Jay is a pathological liar because he claims to have a lot of money and travel the world, but she just found out he actually lives in a small apartment in the outskirts of town."
113,samsum,1589259.870289752,2.047836070880294,2.047836070880294,136.72969432540452,"Claire and Aaron discuss a conference about relations at school, which is part of the teaching training thing. Aaron is giving two lectures and hosting the event, and Claire is interested in attending Jo's workshop on teamwork and possibly a mindfulness workshop. Aaron recommends"
114,samsum,1589261.918406808,1.5749951149336994,1.5749951149336994,104.7622296955161,"Ann congratulates Sue and Julie on their achievement, and they express their relief that it's over. Ann suggests a celebration tonight, and both Sue and Julie agree."
115,samsum,1589263.493653748,1.852491063065827,1.852491063065827,127.93583986730326,"David is considering getting a new tattoo, possibly a skull and rose on his back, but is unsure what to add to make it more personal. Mike suggests that the design is too common and offers to get a tattoo with David when he comes up with"
116,samsum,1589265.346465649,1.8482585428282619,1.8482585428282619,145.54240857903352,"John plays a game where players from around the world battle each other in tank squadrons, but the game prevents higher ranked players from interacting with lower ranked ones. Andrew compares this to World of Warcraft, where a player with a lot of experience can easily"
117,samsum,1589267.195072769,3.200520145939663,3.200520145939663,70.61352208225112,"Dima's laptop is broken after the family cat spilled coffee on it, and she needs to deliver a translation tomorrow. Nada lends Dima her laptop, which is a huge relief, and they discuss the importance of having a backup laptop."
118,samsum,1589270.395886221,2.2066769681405276,2.2066769681405276,95.61888896579217,"Stefano and Josie discuss Umberto Eco's novel Foucault's Pendulum, with Josie finding it weird and nerdy, while Stefano defends Eco's work. They also discuss the difficulty of reading Eco's novels in Italian and"
119,samsum,1589272.602852925,2.074799543945119,2.074799543945119,104.58841705131006,"Fiona is preparing a dinner for Chris and wants to make a tart that Tina made, but she bought the crust and made a mistake with the filling, ending up with lemony scrambled eggs. Tina offers to help her make the tart."
120,samsum,1589274.677944687,1.305195989087224,1.305195989087224,73.55217208960063,"Ewan graduated and his uncle Jayson congratulated him, joking about the spelling of ""graduated""."
121,samsum,1589275.983472094,2.000915867043659,2.000915867043659,142.4347743421545,"Bobby is annoyed by pharmaceutical companies inventing illnesses to sell medical products, and he found evidence that a specific illness mentioned in a commercial does not exist. He believes that pharmaceutical companies have been lying to people for a long time, and that the industry"
122,samsum,1589277.984689299,2.5316809490323067,2.5316809490323067,82.15885184091012,Adele is still listening to a song Kode recommended and is impressed by its quality. Kode has had the song in his music library for 3 years and offers to give Adele the entire album on a USB drive. He says he
123,samsum,1589280.516673565,3.0633094999939203,3.0633094999939203,83.8961913579121,"David and Victor catch up, discussing Victor's takeover of Chris's company, which was struggling with debt. Victor has accommodated Chris's team in his own office, allowing Chris to remain as Director. David appreciates Victor's help and Chris's willingness"
124,samsum,1589283.580280341,1.9794790809974074,1.9794790809974074,82.85007988938419,"Miriam asks Pegah when she will be back, and Pegah replies that she has class until 3:00 PM and then works until 9:30 PM, so she will be back at 10:00 PM. Miriam is"
125,samsum,1589285.560057599,2.0521390808280557,2.0521390808280557,99.89576335989895,"Steffen is looking for a ride to the infinity pool but can't walk due to a twisted ankle. Irene offers a lift but they can only park at the bottom and hike up, which Steffen can't do. Dan suggests Mr. Budd"
126,samsum,1589287.612499277,2.3873259918764234,2.3873259918764234,51.103200993555454,"Jeremih wants Hansel to ask his sister to text him back, but Hansel is reluctant to get involved in their personal issues."
127,samsum,1589290.000187276,2.774795986013487,2.774795986013487,68.83388939682271,"Katy invites Carlton to join her and Ana to see a film by Lola Arias, which is about the making of a play he saw last year. Carlton agrees to meet them for dinner and drinks at 7 on Saturday."
128,samsum,1589292.775280398,1.9469262778293341,1.9469262778293341,127.38027259897072,"Duncan wishes Carl good luck in the championship, and Carl is confident in his new 6 speed hydrolic shift gearbox. Duncan and his friends will attend the championship to watch Carl's cousin compete. Carl thanks them and reserves VIP seats for them."
129,samsum,1589294.722555323,1.7380989028606564,1.7380989028606564,129.4517818460635,"Will asks Emma what she wants for dinner, but she tells him not to worry about it and says she's not hungry. They discuss her expected arrival time and Will offers to pick her up, but she declines. They exchange ""I love you""s"
130,samsum,1589296.460946442,1.8466101789381355,1.8466101789381355,121.30334954007874,"Marcus is considering picking Mark from the airport in Sydney on Thursday at 4 PM, but has a meeting at 1 PM and is unsure if he can make it. Leslie suggests that Mark will need time to collect his luggage after landing, so "
131,samsum,1589298.307844166,2.3845431921072304,2.3845431921072304,102.32567848115858,"Inez proposes a new Food Evening and shares a photo of the next location. The group is excited and happy about the idea, with some joking about the time spent at work. They discuss the previous evening's pizza and the new restaurant, which fits"
132,samsum,1589300.692711285,2.4150088909082115,2.4150088909082115,62.52564972678568,"Linda missed the train and the next one is in an hour, which is not a tragedy, but it was expensive, costing 80 euros for a return ticket to Amsterdam."
133,samsum,1589303.108032894,1.7925858539529145,1.7925858539529145,45.18612027501117,"Daniel and Missy are planning to have drinks after dinner, which will be at 6 pm."
134,samsum,1589304.900956336,2.000292076030746,2.000292076030746,84.98758858123226,"Kaylin shares a funny image of Cynthia with crazy hair, making Amir laugh. They joke about tomorrow being a difficult day, with Kaylin setting multiple alarms to wake up."
135,samsum,1589306.901546448,2.550486881053075,2.550486881053075,73.31933419817835,"Alex asks Martin to buy milk, but Martin just bought some yesterday. Alex jokingly says he has no defense for his craving, and Martin agrees to buy more milk, finishing his project first."
136,samsum,1589309.452319995,1.8162556600291282,1.8162556600291282,123.88123817127791,"Jamie was at school today, but Jack is sick with a high fever and terrible cough. Helen's pediatrician, Dr. Tornez, is great with kids and treats each case individually. The school trip is off due to half the class being sick"
137,samsum,1589311.268874051,0.776494022924453,0.776494022924453,57.952796378933826,The audition starts at 7:30 P.M. on Antena 3.
138,samsum,1589312.045769922,1.1099250151310116,1.1099250151310116,73.87886468197225,"Mike asked Ann if she has John's new number, but she told him to ask Mary instead."
139,samsum,1589313.156222488,1.980280868941918,1.980280868941918,132.80944341017812,"Parker and Jason discuss the Arrowverse and its connection to the DC Universe, with Parker expressing his preference for the DC Universe over the Marvel universe. They also talk about watching the latest episode of Arrow season 7, with Parker asking Jason to text"
140,samsum,1589315.136814514,2.201683701016009,2.201683701016009,39.969410664842876,Helen forgot her laptop at home and needs Debbie to bring it to work for a presentation.
141,samsum,1589317.338836082,2.4663985380902886,2.4663985380902886,67.30461336087735,"Matt needs to find out what internet connection they have at home so he can use it for an application, but Nick doesn't know and usually just uses his mobile service."
